gene_id	gene_name	gene_biotype	transcript_id	transcript_name	transcript_biotype	chromosome	start	end	strand	is_ensembl_canonical	tags
ENSG00000206113	CFAP99	protein_coding	ENST00000635017	CFAP99-205	protein_coding	4	2418955	2463002	+	1	gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000014824	SLC30A9	protein_coding	ENST00000264451	SLC30A9-201	protein_coding	4	41990530	42090461	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000184178	SCFD2	protein_coding	ENST00000401642	SCFD2-202	protein_coding	4	52872982	53366061	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000134853	PDGFRA	protein_coding	ENST00000257290	PDGFRA-201	protein_coding	4	54229293	54298245	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000163993	S100P	protein_coding	ENST00000296370	S100P-201	protein_coding	4	6693878	6697170	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000187689	AMTN	protein_coding	ENST00000339336	AMTN-201	protein_coding	4	70518569	70532743	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000181617	FDCSP	protein_coding	ENST00000317987	FDCSP-201	protein_coding	4	70226124	70235252	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000074966	TXK	protein_coding	ENST00000264316	TXK-201	protein_coding	4	48066393	48134250	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000163116	STPG2	protein_coding	ENST00000295268	STPG2-201	protein_coding	4	97558872	98143476	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000091490	SEL1L3	protein_coding	ENST00000399878	SEL1L3-202	protein_coding	4	25747433	25862988	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000138823	MTTP	protein_coding	ENST00000265517	MTTP-201	protein_coding	4	99574824	99623997	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000084093	REST	protein_coding	ENST00000309042	REST-201	protein_coding	4	56907900	56935844	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000205403	CFI	protein_coding	ENST00000394634	CFI-201	protein_coding	4	109740695	109801999	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000164035	EMCN	protein_coding	ENST00000296420	EMCN-201	protein_coding	4	100395341	100518022	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000173085	COQ2	protein_coding	ENST00000647002	COQ2-206	protein_coding	4	83263824	83284798	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000053900	ANAPC4	protein_coding	ENST00000315368	ANAPC4-201	protein_coding	4	25377263	25418498	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000185049	NELFA	protein_coding	ENST00000382882	NELFA-202	protein_coding	4	1982723	2008974	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000164116	GUCY1A1	protein_coding	ENST00000506455	GUCY1A1-205	protein_coding	4	155666848	155737059	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000174343	CHRNA9	protein_coding	ENST00000310169	CHRNA9-201	protein_coding	4	40335333	40355217	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000164100	NDST3	protein_coding	ENST00000296499	NDST3-201	protein_coding	4	118034486	118258634	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000109436	TBC1D9	protein_coding	ENST00000442267	TBC1D9-201	protein_coding	4	140620782	140756385	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000125386	FAM193A	protein_coding	ENST00000637812	FAM193A-211	protein_coding	4	2536647	2732573	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000087008	ACOX3	protein_coding	ENST00000356406	ACOX3-201	protein_coding	4	8366282	8440723	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000013810	TACC3	protein_coding	ENST00000313288	TACC3-201	protein_coding	4	1721521	1745171	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000164096	ARLN	protein_coding	ENST00000504110	ARLN-202	protein_coding	4	119296419	119300645	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000088926	F11	protein_coding	ENST00000403665	F11-202	protein_coding	4	186266189	186289681	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000196620	UGT2B15	protein_coding	ENST00000338206	UGT2B15-201	protein_coding	4	68646597	68670652	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000138646	HERC5	protein_coding	ENST00000264350	HERC5-201	protein_coding	4	88457119	88506163	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000198301	SDAD1	protein_coding	ENST00000356260	SDAD1-201	protein_coding	4	75949915	75990945	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000164144	ARFIP1	protein_coding	ENST00000353617	ARFIP1-201	protein_coding	4	152779954	152912357	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000174799	CEP135	protein_coding	ENST00000257287	CEP135-201	protein_coding	4	55948945	56033361	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000157796	WDR19	protein_coding	ENST00000399820	WDR19-201	protein_coding	4	39182529	39285810	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000174792	ODAPH	protein_coding	ENST00000311623	ODAPH-201	protein_coding	4	75556066	75564817	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000109586	GALNT7	protein_coding	ENST00000265000	GALNT7-201	protein_coding	4	173168811	173323967	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000109332	UBE2D3	protein_coding	ENST00000453744	UBE2D3-210	protein_coding	4	102794383	102827551	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000164169	PRMT9	protein_coding	ENST00000322396	PRMT9-201	protein_coding	4	147637785	147684163	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000118762	PKD2	protein_coding	ENST00000237596	PKD2-201	protein_coding	4	88007635	88077777	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000138650	PCDH10	protein_coding	ENST00000264360	PCDH10-201	protein_coding	4	133149294	133194700	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000059691	GATB	protein_coding	ENST00000263985	GATB-201	protein_coding	4	151670504	151761007	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000151012	SLC7A11	protein_coding	ENST00000280612	SLC7A11-201	protein_coding	4	138164097	138242349	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000145242	EPHA5	protein_coding	ENST00000613740	EPHA5-205	protein_coding	4	65319567	65670489	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000038210	PI4K2B	protein_coding	ENST00000264864	PI4K2B-201	protein_coding	4	25234033	25279204	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000163682	RPL9	protein_coding	ENST00000295955	RPL9-201	protein_coding	4	39454124	39458922	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000138794	CASP6	protein_coding	ENST00000265164	CASP6-201	protein_coding	4	109688628	109703445	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000234828	IQCM	protein_coding	ENST00000636793	IQCM-206	protein_coding	4	149351709	149815843	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000164074	ABHD18	protein_coding	ENST00000645843	ABHD18-206	protein_coding	4	127965406	128039953	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000138668	HNRNPD	protein_coding	ENST00000313899	HNRNPD-201	protein_coding	4	82352498	82373991	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000047365	ARAP2	protein_coding	ENST00000303965	ARAP2-201	protein_coding	4	36066004	36244514	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000138802	SEC24B	protein_coding	ENST00000265175	SEC24B-201	protein_coding	4	109433815	109540896	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000163633	C4orf36	protein_coding	ENST00000295898	C4orf36-201	protein_coding	4	86876205	86892422	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000121892	PDS5A	protein_coding	ENST00000303538	PDS5A-201	protein_coding	4	39822863	39977911	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000178222	RNF212	protein_coding	ENST00000433731	RNF212-203	protein_coding	4	1071478	1113564	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000196104	SPOCK3	protein_coding	ENST00000357545	SPOCK3-202	protein_coding	4	166733384	167234494	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000138686	BBS7	protein_coding	ENST00000264499	BBS7-201	protein_coding	4	121824329	121870474	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000163749	CCDC158	protein_coding	ENST00000682701	CCDC158-206	protein_coding	4	76313039	76421141	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000145425	RPS3A	protein_coding	ENST00000274065	RPS3A-201	protein_coding	4	151099628	151104642	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000179387	ELMOD2	protein_coding	ENST00000323570	ELMOD2-201	protein_coding	4	140524168	140553770	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000186777	ZNF732	protein_coding	ENST00000419098	ZNF732-201	protein_coding	4	270675	305474	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000170871	KIAA0232	protein_coding	ENST00000307659	KIAA0232-201	protein_coding	4	6782727	6884164	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000109576	AADAT	protein_coding	ENST00000337664	AADAT-201	protein_coding	4	170060222	170089956	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000178988	MRFAP1L1	protein_coding	ENST00000320848	MRFAP1L1-201	protein_coding	4	6707701	6709865	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000185619	PCGF3	protein_coding	ENST00000362003	PCGF3-201	protein_coding	4	705832	770089	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000182552	RWDD4	protein_coding	ENST00000326397	RWDD4-201	protein_coding	4	183639635	183659185	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000109625	CPZ	protein_coding	ENST00000360986	CPZ-202	protein_coding	4	8592765	8619752	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000145217	SLC26A1	protein_coding	ENST00000398516	SLC26A1-202	protein_coding	4	987657	993404	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000189157	FAM47E	protein_coding	ENST00000424749	FAM47E-201	protein_coding	4	76251721	76283783	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000128050	PAICS	protein_coding	ENST00000512576	PAICS-207	protein_coding	4	56436260	56464578	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000169429	CXCL8	protein_coding	ENST00000307407	CXCL8-201	protein_coding	4	73740569	73743716	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000085871	MGST2	protein_coding	ENST00000265498	MGST2-201	protein_coding	4	139665819	139704243	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000109220	CHIC2	protein_coding	ENST00000263921	CHIC2-201	protein_coding	4	54009789	54064605	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000169288	MRPL1	protein_coding	ENST00000315567	MRPL1-201	protein_coding	4	77862830	77952785	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000163257	DCAF16	protein_coding	ENST00000382247	DCAF16-201	protein_coding	4	17800655	17810757	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000170006	TMEM154	protein_coding	ENST00000304385	TMEM154-201	protein_coding	4	152618628	152679997	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000007062	PROM1	protein_coding	ENST00000447510	PROM1-201	protein_coding	4	15968228	16084023	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000183783	KCTD8	protein_coding	ENST00000360029	KCTD8-201	protein_coding	4	44173903	44448809	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000005059	MCUB	protein_coding	ENST00000394650	MCUB-201	protein_coding	4	109560246	109688719	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000132465	JCHAIN	protein_coding	ENST00000254801	JCHAIN-201	protein_coding	4	70655541	70666508	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000075539	FRYL	protein_coding	ENST00000358350	FRYL-202	protein_coding	4	48497357	48780279	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000145244	CORIN	protein_coding	ENST00000273857	CORIN-201	protein_coding	4	47594001	47838067	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000163145	C1QTNF7	protein_coding	ENST00000444304	C1QTNF7-205	protein_coding	4	15428033	15446167	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000109686	SH3D19	protein_coding	ENST00000604030	SH3D19-210	protein_coding	4	151120281	151325605	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000109787	KLF3	protein_coding	ENST00000261438	KLF3-201	protein_coding	4	38664199	38701517	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000138785	INTS12	protein_coding	ENST00000340139	INTS12-201	protein_coding	4	105682627	105708689	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000205129	CFAP96	protein_coding	ENST00000378850	CFAP96-201	protein_coding	4	185426254	185449826	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000109606	DHX15	protein_coding	ENST00000336812	DHX15-201	protein_coding	4	24527475	24584554	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000168310	IRF2	protein_coding	ENST00000393593	IRF2-201	protein_coding	4	184387729	184474550	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000164066	INTU	protein_coding	ENST00000335251	INTU-201	protein_coding	4	127632957	127726737	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000048342	CC2D2A	protein_coding	ENST00000424120	CC2D2A-202	protein_coding	4	15469882	15601552	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000128045	RASL11B	protein_coding	ENST00000248706	RASL11B-201	protein_coding	4	52862317	52866835	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000109133	TMEM33	protein_coding	ENST00000504986	TMEM33-202	protein_coding	4	41935429	41960803	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000138750	NUP54	protein_coding	ENST00000264883	NUP54-201	protein_coding	4	76114664	76148397	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000152583	SPARCL1	protein_coding	ENST00000282470	SPARCL1-201	protein_coding	4	87473335	87529376	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000151247	EIF4E	protein_coding	ENST00000450253	EIF4E-203	protein_coding	4	98879276	98929133	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000164022	AIMP1	protein_coding	ENST00000672341	AIMP1-211	protein_coding	4	106316550	106349456	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000138760	SCARB2	protein_coding	ENST00000264896	SCARB2-201	protein_coding	4	76158737	76213824	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000080493	SLC4A4	protein_coding	ENST00000264485	SLC4A4-201	protein_coding	4	71187259	71572083	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000164120	HPGD	protein_coding	ENST00000296522	HPGD-202	protein_coding	4	174490175	174522488	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000183439	TRIM61	protein_coding	ENST00000710271	TRIM61-203	protein_coding	4	164968281	164977657	-	1	gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000173597	SULT1B1	protein_coding	ENST00000310613	SULT1B1-201	protein_coding	4	69721167	69760620	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000133256	PDE6B	protein_coding	ENST00000496514	PDE6B-212	protein_coding	4	625573	670782	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000215375	MYL5	protein_coding	ENST00000400159	MYL5-201	protein_coding	4	674542	682028	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000145283	SLC10A6	protein_coding	ENST00000273905	SLC10A6-201	protein_coding	4	86823468	86849384	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000109685	NSD2	protein_coding	ENST00000508803	NSD2-218	protein_coding	4	1871393	1982192	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000163738	MTHFD2L	protein_coding	ENST00000325278	MTHFD2L-201	protein_coding	4	74158118	74303099	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000145248	SLC10A4	protein_coding	ENST00000273861	SLC10A4-201	protein_coding	4	48483343	48489526	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000172493	AFF1	protein_coding	ENST00000395146	AFF1-202	protein_coding	4	86935011	87141039	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000081051	AFP	protein_coding	ENST00000395792	AFP-202	protein_coding	4	73436221	73456174	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000173610	UGT2A1	protein_coding	ENST00000286604	UGT2A1-201	protein_coding	4	69588417	69653247	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000109680	TBC1D19	protein_coding	ENST00000264866	TBC1D19-201	protein_coding	4	26584084	26756223	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000152595	MEPE	protein_coding	ENST00000361056	MEPE-201	protein_coding	4	87832969	87846792	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000157765	SLC34A2	protein_coding	ENST00000382051	SLC34A2-201	protein_coding	4	25655851	25678748	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000164161	HHIP	protein_coding	ENST00000296575	HHIP-201	protein_coding	4	144646156	144745271	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000163104	SMARCAD1	protein_coding	ENST00000354268	SMARCAD1-201	protein_coding	4	94207865	94291292	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000163743	RCHY1	protein_coding	ENST00000324439	RCHY1-201	protein_coding	4	75479033	75514403	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000197465	GYPE	protein_coding	ENST00000358615	GYPE-201	protein_coding	4	143870864	143905559	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000127419	TMEM175	protein_coding	ENST00000264771	TMEM175-201	protein_coding	4	932460	958656	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000138755	CXCL9	protein_coding	ENST00000264888	CXCL9-201	protein_coding	4	76001275	76007509	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
